src_port,dst_port,payload_size,packet_count,duration_ms
55254,443,1710,4,984.1300752629654
51391,53,55,4,919.41969617501
49853,443,1800,5,388.5624410151915
58543,443,1838,3,363.3179658413106
63315,443,1500,2,799.8200158942864
53280,443,1537,4,66.69894784103417
54880,443,1353,4,73.30957577227134
64698,53,62,3,518.3480192428924
54214,443,788,3,221.01550738079922
54907,443,1756,3,858.0230057372669
57217,443,1239,3,146.27835714173202
58163,443,1300,4,606.8478314689709
53688,443,1459,3,157.00130654735128
64982,443,1252,3,232.77398487111483
64001,53,61,2,549.8064064386485
58168,443,1871,4,284.05750038038593
57792,443,1949,5,104.56590085620289
65245,53,91,3,78.06207690451254
60221,443,1685,4,77.52509140157241
59127,443,1807,6,295.0681478024277
50227,53,85,2,46.0910231045131
56190,443,1017,2,67.29125770435118
62254,443,1806,3,56.46259263571009
54853,443,1177,3,187.65026318916242
60916,443,1691,2,68.1177860370889
58512,443,1435,5,70.44994976870737
64821,53,74,1,62.699408745397534
56719,443,1773,4,185.3250018508927
58944,443,2063,4,521.3360646165244
63362,443,1310,2,144.40415281343317
61127,443,1621,2,391.52880587876916
61534,443,1527,4,236.00078129710278
61725,443,1609,4,159.18189908587814
56067,443,1355,3,1699.489679277168
61310,22,406,2,1727.356580325591
53407,443,1497,5,194.82555860364246
59063,443,1653,3,197.5266866446339
52791,443,1501,4,48.561946348237115
50397,443,1832,4,272.9776018970696
58283,53,54,2,388.2298148236929
64076,443,1441,2,310.4263724216371
60218,443,1537,3,221.60808264207824
58295,443,1760,5,115.57420360515002
62706,443,1262,3,145.55574846463168
57329,443,1948,6,47.56750175511776
61518,443,1008,2,1097.3636674050936
49442,443,1345,3,59.82219104148738
64727,443,1075,3,739.0765958783923
52941,443,1941,4,76.06219942878411
49408,443,1412,4,78.3896329631029
61672,22,621,2,163.87307473837473
52176,22,679,1,57.63989836004303
62284,22,486,3,184.2251443391493
60517,443,1582,5,117.95007782555227
53778,443,1390,4,265.80907396882196
51975,443,1209,3,206.48237600138162
57886,443,1510,2,284.5593190541641
59183,22,616,1,399.9530339119951
63894,443,1398,4,188.17872788959735
52008,443,1779,2,80.24140780481555
54208,80,1148,2,353.99327418210936
59278,443,1392,4,61.98126249037424
49541,443,1394,3,342.9632804000814
54887,443,1284,3,202.6742979939839
63660,443,1491,4,139.7665236003564
55358,443,1120,4,71.53400875503434
60182,443,1641,3,75.26223727963968
64144,443,1472,5,598.7015949506302
62341,443,1127,2,130.05289605282854
53442,443,1674,3,104.5095420084494
63519,443,2002,4,1028.2401816043093
54810,443,1804,5,135.73629299891476
62385,53,75,1,235.20627430680923
50182,80,862,2,84.67365850730936
61309,443,1833,5,409.8488980815914
50203,443,1560,4,25.339526567919766
55423,443,1424,3,93.53383258604582
58366,443,1562,3,180.16570754829513
61632,53,68,2,280.532570074243
51867,53,62,1,470.44569805605335
58897,443,2038,6,130.93001685426364
64561,443,1460,4,152.95156049141613
59584,443,1741,4,560.3701377062238
50361,443,1593,5,367.58943314933293
64172,443,1391,4,419.3097922973915
49235,443,1563,3,1046.1473319552113
50194,443,1729,5,628.3344200890293
54774,80,795,1,480.2481674066201
50457,53,69,1,109.87221784405023
62037,53,60,2,108.4747964514946
59892,443,1701,3,133.88880777213316
62577,443,1433,4,56.02365993477882
60134,22,524,1,526.5788803076799
52072,22,353,2,531.721561072095
60979,443,1494,3,227.9923522881052
57341,443,1511,2,798.7265811019276
50866,22,603,3,180.8591545241271
62934,443,1600,3,159.17117752462917
56502,22,426,2,263.20485385550705
60246,443,1654,3,141.9224998073761
57404,443,1430,2,66.08478511659237
60140,443,1943,2,258.43435824803464
61828,80,825,3,689.9782776902065
54876,443,1676,2,257.9424947225213
58234,443,1346,3,84.98032520093349
55745,443,1541,3,37.10820271734046
55416,443,1414,3,274.9564824304288
49906,443,1345,4,157.86762972625954
52441,443,1677,3,319.25097849887806
62165,443,1370,3,507.1165443405218
56281,80,558,1,198.82253505062886
56516,80,382,3,172.43181641537257
54681,443,1391,2,1110.9889605305405
51501,443,1831,3,172.91055583627778
60203,443,1257,4,9.428831817092812
57980,443,2015,4,258.13403205700513
59008,443,1085,3,1648.5885373368305
63165,80,723,2,125.50992421309759
62637,443,1512,3,520.4456710814005
61205,443,1708,1,401.8174675963753
52119,443,1653,4,299.9156865490525
56972,443,1825,4,179.71663059347932
61115,443,1562,3,85.18383303816803
64071,80,859,2,272.096567263873
62132,443,1317,4,430.34485518157044
55656,443,1060,2,155.30255273347007
59740,443,1182,3,758.8088567009928
56824,443,2106,5,148.90553650077493
53840,443,1491,2,261.44773928533516
50585,22,384,2,333.2780225555807
57517,443,1392,3,30.016750794124818
62571,80,496,1,376.702246521167
61987,443,1533,2,100.43552449234217
63548,443,1237,3,162.69567187867554
52061,443,1361,4,118.41653187068312
55676,443,1259,5,110.15827822924757
60601,443,2254,6,711.2467711263793
59796,443,1543,3,112.24232007187453
59595,80,685,2,297.2529093232956
53146,443,1396,4,234.79570029112747
50535,443,1468,3,811.6915666910572
51845,53,67,1,79.31024077992468
58170,443,1503,3,71.74836707291288
52171,443,1545,3,29.298399924554097
51327,443,1004,5,433.91326588477864
53863,443,1691,2,130.92811768099475
58837,80,789,3,85.3352421845236
63263,443,1044,2,332.48927744011206
58643,80,864,2,98.33420325244478
65302,443,1847,5,79.04230790237591
65248,443,1887,3,41.17857110051607
52851,443,1463,4,1161.8675280538916
61042,53,57,2,190.64134317470786
62879,443,1858,4,288.6090822784684
56477,443,2054,3,350.2695967756176
59199,80,1185,4,194.64061455841548
56040,22,753,1,135.89500016093282
57984,80,791,5,194.9049274837102
64845,80,1003,2,211.46527049347804
56606,22,732,3,100.69220031806425
56151,443,1212,2,83.25936183999855
61674,80,646,2,125.94538438991685
50902,443,1567,2,116.90922672136324
52080,443,1672,2,120.62412404204768
61877,53,68,2,35.79483199693049
59772,443,1387,2,38.91125677635651
52055,443,1401,2,1370.31080982062
57753,53,61,1,155.28441549259887
55494,80,1077,4,1572.5139696602268
54625,443,1085,3,16.196403867752768
51129,443,1739,3,155.89165893847144
65377,443,1832,4,163.04390177081703
60196,80,806,2,79.43717513238484
64400,443,1262,4,234.44269515105609
58942,443,1858,4,92.16278130397737
61418,443,1578,4,28.049758570579755
55141,443,1839,4,169.02089447495086
55330,443,1931,5,174.46727981976028
55951,80,928,2,259.6602096779085
56294,443,1155,3,592.265108358134
53478,443,1169,4,192.06699439403783
60194,22,423,2,158.31753573238723
55277,443,1575,5,736.4856058057654
60572,443,1565,3,758.3889397505533
50896,443,1300,4,354.434102154345
59600,443,1863,3,46.469143490226244
56287,443,1689,3,339.8665604517985
53952,443,1859,5,249.48862667088474
61013,443,1245,2,108.07745402457172
50530,53,54,2,47.86295350736545
49252,443,1291,3,229.61398788780866
50634,443,1637,3,432.6561079175242
49506,443,1236,4,195.24840739655866
54023,443,1265,2,185.3420733723864
55735,443,1529,1,413.57188018240976
54955,443,1861,4,552.155790794745
53118,443,1287,3,160.41841111697772
61363,80,967,3,117.79184628967027
52658,443,2154,6,132.87240257046602
58581,443,1176,4,2122.224113448385
62271,53,80,2,192.70465461205882
65134,80,412,1,670.1796675131361
64008,443,1779,3,1597.856584661972
56439,443,915,2,272.819083742657
50573,443,1445,5,62.86707895582613
49735,80,601,3,112.58994369276638
56995,443,1599,3,336.8434168023907
51683,80,471,2,73.82072252586842
53545,80,225,4,38.29219660010658
61633,22,623,2,159.60947699633016
50088,443,1128,3,190.93879919132496
55043,443,1737,4,62.240510715336846
57652,443,1080,2,132.16469221135685
58450,80,892,3,830.3493253578835
60540,443,1164,3,80.18545954603036
57313,80,1235,3,94.74456642307966
57200,80,889,2,210.910221992036
61649,443,1873,5,371.6357713371989
51104,443,1716,3,271.1973733246543
64275,443,1026,2,135.97485586808128
58174,53,66,2,93.8811157599777
50727,443,1252,4,145.56186900997162
58544,80,679,3,110.4150382483776
58593,53,71,1,169.74089576037142
63923,443,1512,4,69.38267286624693
61935,443,1447,6,69.31247669635809
65320,443,1026,2,183.07284830661965
59684,53,67,3,101.90460539318894
50141,443,1576,5,678.094926893087
63107,80,1129,5,111.03413040072688
58181,443,1863,4,606.0742785912668
56217,80,1148,2,142.1943881150972
53998,443,853,2,228.46121738187065
53346,443,1366,3,187.0966502561969
50388,443,1193,2,413.7019419539717
55184,443,1659,1,17.189085096320326
63624,443,1993,5,192.76084699515988
61199,443,1966,4,726.3723119657114
50155,443,1203,3,201.32350477391702
52569,443,1953,4,259.2913113317779
52614,443,987,2,69.63856694048911
50331,443,1466,3,94.04123487233713
52568,443,1426,4,87.77242483200132
56891,22,599,3,232.15958951635443
50580,22,262,2,348.91069485955
50071,443,1955,5,65.17298499836569
49921,443,1862,3,1027.5596950354625
55299,80,659,2,439.31001509851404
59049,53,67,1,110.95419324937666
54476,443,1363,3,66.96489054496557
63367,443,1372,3,228.39047257668022
55752,443,1522,3,112.3562697464477
55693,80,682,2,512.8877441799766
63480,22,571,4,176.0136714054627
60374,443,1484,4,168.99325851548994
65391,443,1807,4,30.445517802271915
59591,80,769,3,177.52158311046836
51985,443,1230,2,216.98278275177503
60178,443,1522,4,1434.0988743341295
50310,53,72,2,594.3786109766129
52580,53,72,1,143.60790064832676
57222,443,1356,3,164.25342828850836
63060,443,1384,3,205.4251238642831
49757,80,967,1,39.05773105604324
60236,443,1308,3,96.56504032624142
59835,443,2103,2,54.15245794975855
61866,443,2159,3,260.44830897758453
64805,443,1928,5,1669.583568204629
64324,443,1611,3,535.5661033945984
52186,443,1286,3,333.878860660773
60047,443,1319,5,50.44789906537968
61433,443,1369,2,769.9556428357932
58089,443,1046,2,58.80183835925736
63825,443,2160,3,695.5311336287954
51780,443,1836,5,198.6080572921464
54968,443,1651,3,352.076071932082
65233,443,1684,4,823.9864855261536
55852,80,780,2,432.44985649625886
59624,443,1549,4,2417.128209404236
64699,22,605,2,55.79220939802926
59967,443,1867,5,48.69366110177841
64103,443,1611,4,237.7190424980623
52853,80,853,3,1403.6403460925503
63683,22,520,1,374.8397617566303
49217,80,859,2,56.07441642549667
59671,80,729,3,508.20330115046943
49375,443,1213,4,42.27925688115919
55601,443,1081,2,14.844907532664083
61873,443,1151,4,476.0541169825544
50674,443,1757,3,1296.8289283397314
55185,53,58,1,239.83413963662332
52805,443,1414,5,169.42517996318026
53733,443,1221,3,89.70563014133134
49962,443,1517,2,118.20149314928436
62324,443,1447,3,260.67965413485496
50148,443,1429,2,198.43865207848916
56761,443,1532,3,467.6824613484289
56179,443,1570,4,65.91864655047235
62897,443,1841,4,39.86516524944294
64319,443,1750,3,470.1267108394872
50427,443,1010,5,306.957318327056
64972,443,1255,2,100.38907288432837
53130,443,1490,2,108.50621101223732
62207,443,1296,3,241.07071692678358
56388,443,1228,4,243.11595163234222
50754,53,59,2,100.2698284488062
51964,80,729,1,90.41723809520344
60059,443,870,4,3057.316131919061
51556,443,1638,3,196.91807151694525
58804,443,1214,3,101.40363592331654
62571,80,971,2,102.39761912778681
49667,53,64,2,412.67961388248443
52407,80,677,3,214.0952798582883
62809,443,1752,3,359.81154659906434
57270,443,1727,3,94.98676246470556
54619,53,60,2,339.6003816782341
51998,443,1912,4,525.3750525513595
49341,53,67,1,142.9284176744581
50862,53,54,1,182.51985051782412
55047,443,1689,5,322.3045928574823
56689,53,60,2,182.85771571602885
57836,443,1409,4,429.76972149667967
62454,443,1304,2,449.7723685430679
55426,443,1299,3,101.40391629509567
63988,22,404,2,423.94317484580733
64152,443,1207,1,51.00048554377137
51182,443,1230,3,173.78345483905937
58810,80,793,2,245.65175870627854
60833,53,75,3,702.1759283971712
62235,80,853,2,130.71481675883197
52702,443,1385,2,139.65717603415575
51372,53,51,1,56.095982256852515
62615,80,950,2,119.1541819711355
59209,443,1776,4,282.57518848460677
64278,443,1700,3,134.549632562694
62442,443,1270,4,26.75339748405336
63463,443,1456,3,423.2045973178772
64623,53,66,2,180.4637168958309
51250,443,1708,4,79.41479278240705
49535,443,1326,4,306.31066133218354
59241,22,465,1,95.5611411894488
55799,443,1297,4,354.9288222949036
61641,443,1387,4,56.09270875982023
56752,443,1309,3,186.48342243567924
62959,443,1689,2,111.91445462337269
57025,443,1592,5,337.14330599259006
58819,443,1422,6,213.48577334156948
61477,53,48,2,421.2463755002637
51050,443,1332,5,96.89593952905781
57806,443,1598,3,422.5989167557031
53294,443,1271,5,126.57883003572701
54064,443,2044,3,571.8069990516143
52275,443,1542,3,65.46722958218152
60863,443,1126,3,207.76998362240397
63425,443,1569,1,138.80045507884444
52036,443,1931,5,90.86227946563899
63030,22,478,1,197.66009940066067
60077,443,1986,4,166.78333369365666
51541,443,1605,3,157.5686574040454
62554,53,59,2,1421.2534312134221
55100,443,1252,4,82.04776892662215
55315,443,1548,5,596.3350138092487
51448,80,1190,3,141.61912067768674
51099,443,1520,2,199.85605774310142
52787,443,1264,2,263.5590460233826
54206,80,706,3,692.2684897354942
58734,443,1470,2,325.68920307406665
65161,443,1491,3,519.8194620456424
63715,443,1603,4,81.93119698336012
61199,443,1667,3,65.11489461274645
58443,443,1273,3,122.22112806475415
57683,443,1603,3,194.35081179070124
51924,80,705,5,514.357394426499
49350,53,57,1,118.53656183569468
61462,443,1327,4,25.03135249135465
57212,443,1925,5,1080.5267089421436
59702,80,423,3,68.1226265074482
53148,80,958,1,149.8745602199552
64632,80,810,3,566.9743550780438
62915,80,617,4,164.26128764985205
61740,443,1942,2,394.7263971602245
52242,443,1316,3,40.50078821434369
52677,443,1209,3,443.33798337295525
50339,443,1569,4,143.38424754217806
57037,443,1602,5,421.69596923626295
60961,443,1290,4,74.72177975177233
61449,80,706,3,31.9191604122962
56790,53,47,1,493.2403890746481
65156,80,726,1,491.1467225895737
58954,443,1223,3,115.08045461202215
56801,443,1275,3,279.8651115709271
58472,443,1337,4,66.98760423000537
59504,53,51,2,338.6614355070593
63308,443,1843,5,90.86913297110097
52594,443,1509,3,206.33364486939394
64852,443,1350,3,441.66450030437517
59764,443,1277,4,179.64881862278003
62465,80,756,2,754.3174288591864
59424,22,618,2,279.05479032296466
60261,443,1628,2,35.100045357002145
58533,443,1761,4,136.80753904759703
63314,443,1572,5,335.9029711323803
57149,80,475,1,267.9502303926528
60198,443,1102,3,91.70873777735314
64057,53,85,1,55.39404941678837
63693,53,75,2,293.5794452829641
53664,443,1334,5,183.96595212199657
55072,443,1897,4,175.14980502813742
57360,443,1987,4,563.1548750070781
55661,22,567,1,36.325071150983185
56798,80,715,1,233.2813753705668
56433,80,997,3,102.00366393056805
50139,22,598,3,94.76495989957573
63584,443,1656,4,186.9535506223406
53868,443,1425,1,610.406775074467
51720,443,1618,2,477.0680674086532
59639,443,1687,5,218.51327718832331
64949,443,1513,4,228.4413432957689
60097,443,1402,3,95.71991320618898
59166,443,1264,1,42.20391719069924
49748,443,1599,6,216.67775217469062
58705,443,1287,3,422.9826497748466
56495,443,1707,3,188.64294649847514
59919,22,531,2,186.69212701658807
54398,443,1165,1,47.05120030950413
64016,443,1195,5,238.8206445270079
53867,443,1871,4,26.109132296488447
50702,80,816,4,536.8628522337658
58099,22,507,2,852.0228616255607
60443,80,678,2,404.540234835546
64653,80,392,2,1074.2282494768228
52578,80,613,2,115.53823376421278
57722,80,840,2,79.88635427355203
51895,80,833,3,181.24009197772068
57302,443,1819,3,46.19011468447318
53225,443,1595,5,166.17088740048806
52037,80,831,4,288.16917946934007
55991,443,1790,3,143.9957679425739
55123,443,2025,4,260.603357336676
53035,22,773,1,677.5785040144136
57048,443,2320,5,51.887891887505084
53807,443,1844,5,131.9319363898922
64792,443,1500,3,247.17809530698676
58102,443,1611,3,202.64304465819083
53548,443,1419,3,70.63530471951677
58753,443,1736,3,37.54152887166504
56733,443,1690,5,153.45457176626468
60765,80,1128,2,149.60726796267087
57534,443,1303,1,412.8688451900082
52090,443,1553,5,102.64490547466333
53791,80,482,1,606.147603743759
51039,443,901,2,98.11325326159768
55291,80,653,2,339.1712346316348
60767,443,1408,4,106.33254475408812
58668,443,1388,4,75.93660079707833
62598,443,1374,3,133.9189997145201
54648,443,1067,3,193.07405854664012
53208,53,46,1,725.2043225169041
61807,22,431,3,48.07023407222898
51054,80,865,2,735.4280311227993
54772,443,904,2,139.96676192273873
65298,22,538,3,116.73043580778649
65295,53,74,2,1566.0617967072503
61335,443,1620,2,306.85290903723774
61498,443,1240,3,360.72065763013114
56312,443,1181,3,63.155632899525116
60019,443,1386,4,545.4131518287502
62372,443,1521,5,126.93230788969235
52528,443,1732,3,1167.306398041412
50141,80,938,4,172.34624625086653
54906,443,1558,3,522.9610498882128
61918,443,1839,2,203.86256680486278
62864,443,1697,3,34.4992939351351
52603,443,1492,4,219.3927230088345
62491,443,2131,5,141.295247313521
54618,443,1099,3,26.18655621433009
65235,80,1040,4,662.4753867812052
52434,443,1616,3,48.68907722953276
53092,443,2041,4,3699.3148660564775
52515,443,1726,4,86.71720519788461
55669,80,750,3,394.401080779232
49962,80,857,2,181.65764675013838
57596,80,404,1,18.910452205687005
63678,443,1496,4,43.32433284899695
52951,80,1014,4,235.6327061787135
57994,443,579,2,2681.2687972360495
63047,443,1370,4,83.8408539135339
56699,443,1543,3,109.05164931726587
56174,53,70,1,133.12296541006455
54889,443,1540,3,304.23189062068076
59642,443,1471,2,169.63562644525115
57462,443,1355,3,181.90910815690657
55983,443,1729,4,24.37645875817872
53724,443,1506,3,78.17046385295401
61531,443,1277,3,150.1764682187098
52728,443,1502,4,218.71357016419074
55591,53,68,1,113.08807338225574
55390,443,1538,2,182.2685395838724
54115,443,1392,3,1145.8069442954122
61690,443,1647,4,140.62706715134237
62223,443,1265,2,530.5816360431367
64841,22,575,3,273.2880516967664
56301,53,74,1,18.747791616386667
60641,22,555,3,185.80772333142292
64736,443,1571,4,2990.156465329272
59944,80,746,4,970.5327494103134
53891,80,1026,3,1133.307370232312
53891,443,1405,3,57.7648370666924
62651,22,506,2,255.6580308221161
50465,443,1879,3,245.3926525861952
52980,443,1576,2,302.6484160943693
59293,80,527,2,130.58222990333098
61863,443,1549,3,106.2170833825431
64097,443,1588,2,278.01479400689277
52128,443,961,5,104.29006248026663
59483,443,1529,4,47.23623478355177
54966,443,1600,3,306.36379012886556
60331,443,1377,2,14.208515100840316
51103,53,85,1,105.48536008067103
60141,80,796,3,71.7648118683148
63767,443,1196,4,94.28411507245971
54471,443,1292,3,299.5128485183745
51502,443,1523,3,211.2113167132724
61230,80,982,2,231.54567059502162
64483,443,1356,4,81.6312308173055
49982,22,584,4,309.93619270332493
49682,443,1117,4,296.8406868893443
63835,443,1721,4,142.239353462037
62893,443,1524,3,144.02275596427498
59325,53,72,1,919.1435925414004
59014,443,1109,2,109.02589325179738
62704,443,956,2,362.9656230277355
54222,443,1919,2,930.692910674664
55679,443,1347,2,200.67680933587567
55229,443,1868,3,545.1214945054694
56745,443,1514,3,450.39647015955387
54519,443,1541,4,376.88433908765626
55438,53,79,2,89.05958544326232
51496,443,1845,5,230.77847469098396
62594,80,611,5,1192.164014687139
54070,443,1796,4,1105.884887173753
58104,443,1228,2,942.5093757107066
50989,443,1179,3,46.97358347173533
53672,443,1178,1,151.92645281471926
57307,53,70,1,805.6634190077076
52391,53,39,1,85.70607224191835
55777,80,662,3,1519.5499717047624
57095,443,1075,3,225.98877540364958
55830,80,1010,2,305.2490125308495
51142,443,1542,6,326.12174395419254
63468,80,779,2,123.96640954879621
55464,443,1463,4,222.15385007173595
56248,443,1188,2,55.14231551069066
60378,443,1928,3,226.2973454577622
65271,443,1688,3,145.21091537485847
53044,53,59,3,101.34276483300852
64237,443,1915,4,364.36822852058725
51677,443,834,3,166.422998979936
55430,80,1086,4,91.37754771360933
53866,80,1102,3,348.5953380957032
55505,53,58,3,1338.9501814915257
63825,80,897,4,65.47267226577483
62659,443,1278,3,45.91060164083414
57485,443,1357,3,273.300271263714
59778,443,1090,4,658.7794115551973
59275,443,1012,4,613.9234720339023
58429,80,563,3,119.08889794980831
63376,443,1486,2,176.4546430079785
52219,80,1010,2,79.25877396571796
61650,22,708,2,596.330841468313
62349,53,74,1,826.4709689878529
63472,443,1466,3,91.33005994019705
53796,22,463,4,215.35815401388186
64136,443,2159,5,254.08321868680892
56951,443,1396,2,97.56970756479653
60696,443,1368,4,259.59913772110656
56094,80,389,1,104.7140034330495
61702,443,1717,4,146.84675389413908
57756,443,1455,3,87.01911851523288
63850,80,878,2,25.21762585875064
58032,80,776,3,807.4678757323938
52750,80,843,3,273.84277129081687
56769,443,1451,2,59.36741173877607
59928,443,988,2,175.64628284689985
57948,80,946,5,466.6672140947837
64649,443,1286,4,70.26412664466214
49469,443,1610,4,77.84522815507925
55964,443,1788,4,162.34960051949295
64788,80,495,3,413.084455348906
52315,22,437,2,351.6254209015555
64026,22,602,3,37.94578656238425
58872,80,440,1,1131.6690923601132
49929,443,1596,2,151.3003293932528
53376,80,312,3,124.30000675626472
56837,443,1429,3,93.45929981514443
53189,443,1090,4,353.2479698712234
64116,443,1666,4,1019.2666205476346
49918,443,1542,5,440.2359975674483
51071,443,871,4,156.9757915192012
52619,443,2007,4,331.8244194877499
52092,53,29,2,421.0998573206721
50620,22,424,3,478.87699602928086
59229,443,1905,5,243.94800881000936
65167,53,64,1,381.9021044154935
49550,443,1858,4,75.75499817890557
53326,443,1698,3,840.4578051257214
57057,80,770,4,377.4859422140832
60622,443,1828,3,191.10418536213697
65224,443,1582,5,294.07387542951955
54700,443,1855,3,366.0468259307843
57973,443,1568,3,130.992537223581
62182,22,520,2,94.37572736351109
58875,443,1403,3,883.8597637063039
59236,443,1536,1,206.72286474652506
64392,443,1217,1,566.8119942544736
51615,443,1863,4,1991.7928933315577
50840,443,1524,2,118.20726826657847
49604,80,568,1,220.68773109176377
61737,443,1812,4,648.1143219689861
52119,443,1136,3,425.75103662344924
51968,443,1773,3,614.3420244380638
63843,443,1285,2,227.76137371397786
56267,22,715,1,184.53799119713116
51262,443,1079,2,212.67188948852262
54836,80,698,1,29.027476134940493
53086,443,1632,2,536.1666529916134
52615,443,1652,1,159.9716448554586
49480,80,470,3,124.29574279272138
60848,443,1449,1,5452.282997578901
64488,443,1374,4,145.68661887895252
57846,80,1073,3,169.56830827070334
60364,443,1380,3,281.7934244081549
58482,443,1414,2,603.8360561796517
55202,443,1221,3,255.84356368516688
53752,443,1256,3,170.2105943092055
54673,443,1952,5,33.66193375937065
52823,443,1285,5,204.72874291314062
58844,80,1064,4,242.4282975154144
63934,443,1244,3,102.00855306266402
65096,443,1388,1,123.68246577197245
50343,80,908,1,777.1487933866167
62460,53,67,2,109.59688125387349
57137,443,1155,3,124.5125314924127
50652,443,1577,3,29.13674294152155
63472,53,61,2,97.21638963893014
50899,80,963,4,308.2681337379417
64088,443,1795,5,578.8368147887109
55831,443,1875,4,96.86623585498533
59686,443,1959,4,257.9004393871178
54071,53,67,1,720.2536679677115
64219,80,753,4,122.5616113311862
65174,443,1553,4,143.03762157351412
53351,443,1443,3,121.02162394537382
65329,443,1298,3,140.44708536893668
64215,443,1410,4,121.95642062087151
52319,443,1315,3,207.0547765112699
58141,443,1677,4,1175.3878294432732
57003,443,1961,6,236.71351515278576
58377,80,832,3,906.722333602157
53254,80,580,1,120.35881673187795
62562,443,1112,3,149.32785272411425
59071,443,1828,3,859.8159011192388
49443,443,1075,3,115.53696447741653
57354,443,1654,5,362.71852613798774
51858,443,960,1,287.33293155953453
53606,443,1778,3,180.70652022132558
53946,443,935,4,292.92160957470776
58651,22,479,2,71.18534289587683
54609,443,2036,5,292.7884676299316
61260,443,1746,3,88.74912701119807
59466,443,1881,5,502.30398686253176
51953,80,648,2,163.9718424270674
64743,443,1517,5,22.94645318068305
60557,80,710,3,56.092010849256496
62841,443,1144,3,305.2704676826237
65139,443,906,2,248.01567617105624
64186,443,1156,3,137.61245341063133
61343,443,1548,3,163.07645331667456
56671,443,1540,4,566.7942416217917
59344,443,1004,3,194.48188081172256
60733,80,473,2,27.207793533938528
61516,443,1203,3,102.68119904422012
50219,443,1294,2,390.2640753320351
56007,443,1179,4,86.59929840947291
52810,443,1711,4,559.8444778622716
56915,443,1134,4,291.8967575041085
63773,443,996,3,203.90163185739766
57084,443,1502,3,357.2209148102099
52119,443,1338,4,90.40738894085538
52168,443,690,3,279.74215841850287
65083,443,2117,2,147.07269040657516
51103,443,1871,3,224.0522286374817
59315,53,60,1,57.01171708515529
53518,80,531,3,130.44067897020548
60465,443,1381,5,310.3389619339778
57296,443,1424,4,824.1065123660854
56399,443,1567,6,53.414543016518834
52698,443,1338,3,104.91372637801956
63146,443,1449,4,393.9383768335301
60519,443,920,4,306.41534840126207
55252,443,1967,5,741.9214202552406
53705,80,958,3,310.3970624511705
61109,443,1869,5,77.04137376362338
55192,80,937,2,28.20508371465156
60889,443,2042,5,374.3419809384608
63201,443,1333,3,406.71874404826855
60131,53,59,2,203.89967761510198
60075,53,65,3,433.80184424142135
55903,443,1573,4,420.2114626166941
60084,443,1776,1,740.1514434051838
63821,443,1418,3,387.6966518382317
56813,443,1631,5,256.2902341311546
55654,443,1385,2,769.960257322594
58893,53,67,3,69.34218488346413
65216,53,69,2,417.8911274420998
49745,443,1720,4,630.2703278659277
59343,80,399,2,227.45585042486425
51624,443,1754,3,389.9848984500776
64676,443,1135,4,110.67172953382781
53973,443,1626,2,410.7398625361169
55152,443,1428,4,43.05482028584397
51833,443,1576,4,224.75218632435798
60383,80,697,2,323.12969415628476
59771,443,1567,3,98.402697106568
53554,443,1438,3,270.2278844637061
50230,53,57,1,257.3955105288431
49678,443,1418,2,180.41954272238172
58920,80,332,1,318.8128328765634
52030,443,1774,3,84.19625558708994
59900,443,1519,4,690.929798166922
58237,80,763,4,40.193326491229335
52082,443,1829,4,125.852689904271
57414,443,1297,4,63.79275232780969
64338,443,1485,2,351.3265589384817
61607,443,2072,4,116.1802875751525
56976,443,1536,3,304.75332312461194
63582,443,1241,4,124.03450369268283
53091,443,1909,5,187.50326283796178
58555,443,1644,5,109.81545176399739
51005,53,51,1,584.2229842972735
54041,443,1377,3,221.68258021529513
61069,22,483,2,113.52407268238612
63229,53,61,2,327.57804174358847
52736,443,1485,4,348.6857890641685
63998,443,1715,4,1659.6874720566123
50008,443,1310,2,93.10895914026732
57429,443,1732,2,104.23034123980871
60929,443,1548,2,158.07500042167953
55649,80,609,3,222.22714543976187
62499,80,749,3,69.97382274948764
53897,53,62,2,127.61150554733392
55836,443,1446,3,70.19716354993005
49989,443,2127,2,74.88899195959674
55555,443,1375,2,529.7019952118115
49333,443,1287,3,88.96277527717413
62968,80,412,3,253.80907573409746
57211,443,1732,4,87.82758878489553
59380,443,2128,5,257.81960727878715
49943,443,1369,3,166.90339609624607
61745,53,73,2,161.02967830940358
57755,443,1199,4,550.0445555372795
58310,443,1396,3,216.04627481203033
60626,53,47,4,177.1586684267723
51305,443,1434,3,225.50575525264588
56556,80,475,2,805.2702995970337
62031,80,1040,3,100.04653512331092
63786,443,964,3,312.81775111750176
54899,80,810,3,200.43646530764417
49322,80,673,3,232.66055673698716
57141,80,960,3,72.93993060066242
57124,53,64,2,1013.2703201349809
61113,443,1493,3,96.86474815781665
55171,53,57,1,128.72630370261388
64033,443,1532,3,485.54861608607996
60619,53,77,2,31.807046733827182
61146,80,639,1,741.3432887833704
62562,443,1258,2,68.35564686814831
57891,53,69,3,85.79416587429849
54504,443,1491,2,191.13601894215196
54912,443,1915,4,660.2962446164315
65082,22,500,3,50.00321291355362
51786,443,1529,4,242.09832195874398
53692,80,837,4,514.9302086816897
52808,53,57,1,142.42745954378435
62292,443,1934,3,542.2646405177975
49742,53,62,1,600.9803344722887
50215,443,1124,4,61.633302108423514
59560,443,1383,4,104.35849217645594
50128,443,970,2,526.9338467820068
64549,443,1744,4,444.0113450414404
